"Kod";"Nazwa";"przeciętna liczba osób na 1 izbę;2002;[-]";"przeciętna liczba osób na 1 izbę;2003;[-]";"przeciętna liczba osób na 1 izbę;2004;[-]";"przeciętna liczba osób na 1 izbę;2005;[-]";"przeciętna liczba osób na 1 izbę;2006;[-]";"przeciętna liczba osób na 1 izbę;2007;[-]";"przeciętna liczba osób na 1 izbę;2008;[-]";"przeciętna liczba osób na 1 izbę;2009;[-]";"przeciętna liczba osób na 1 izbę;2010;[-]";"przeciętna liczba osób na 1 izbę;2011;[-]";"przeciętna liczba osób na 1 izbę;2012;[-]";"przeciętna liczba osób na 1 izbę;2013;[-]";"przeciętna liczba osób na 1 izbę;2014;[-]";"przeciętna liczba osób na 1 izbę;2015;[-]";"przeciętna liczba osób na 1 izbę;2016;[-]";"przeciętna liczba osób na 1 izbę;2017;[-]";"przeciętna liczba osób na 1 izbę;2018;[-]";"przeciętna liczba osób na 1 izbę;2019;[-]";"przeciętna liczba osób na 1 izbę;2020;[-]";"przeciętna liczba osób na 1 izbę;2021;[-]";"przeciętna liczba osób na 1 izbę;2022;[-]";
2002144;"Zabłudów - miasto (4)";;0,75;0,75;0,74;0,74;0,74;0,72;0,73;0,72;0,70;0,70;0,69;0,68;0,68;0,66;0,66;0,65;0,65;0,63;0,62;0,63;
2002145;"Zabłudów - obszar wiejski (5)";;0,68;0,67;0,65;0,55;0,55;0,54;0,54;0,62;0,61;0,60;0,59;0,58;0,56;0,55;0,54;0,53;0,52;0,54;0,53;0,52;
2002152;"Zawady (2)";;0,88;0,87;0,87;0,86;0,85;0,84;0,83;0,82;0,81;0,79;0,79;0,79;0,78;0,77;0,76;0,75;0,74;0,72;0,71;0,69;
2003000;"Powiat bielski";;0,70;0,69;0,69;0,68;0,67;0,66;0,65;0,62;0,62;0,61;0,60;0,59;0,58;0,57;0,56;0,55;0,54;0,53;0,52;0,51;
2003011;"Bielsk Podlaski (1)";;0,70;0,69;0,69;0,68;0,67;0,66;0,66;0,63;0,63;0,62;0,61;0,61;0,60;0,59;0,58;0,57;0,56;0,55;0,54;0,52;
2003021;"Brańsk (1)";;0,75;0,75;0,74;0,74;0,74;0,73;0,72;0,70;0,69;0,68;0,68;0,67;0,66;0,65;0,65;0,64;0,63;0,60;0,59;0,59;
2003032;"Bielsk Podlaski (2)";;0,57;0,57;0,56;0,55;0,55;0,54;0,54;0,50;0,50;0,49;0,49;0,47;0,46;0,46;0,45;0,44;0,43;0,43;0,42;0,41;
2003042;"Boćki (2)";;0,73;0,72;0,71;0,70;0,69;0,68;0,67;0,63;0,62;0,61;0,60;0,59;0,58;0,57;0,56;0,55;0,53;0,53;0,51;0,50;
2003052;"Brańsk (2)";;0,83;0,82;0,82;0,81;0,80;0,79;0,78;0,74;0,73;0,72;0,71;0,70;0,68;0,67;0,66;0,65;0,64;0,61;0,60;0,59;
2003062;"Orla (2)";;0,56;0,55;0,53;0,52;0,51;0,51;0,50;0,48;0,47;0,45;0,45;0,44;0,43;0,42;0,42;0,41;0,40;0,39;0,38;0,38;
2003072;"Rudka (2)";;0,92;0,90;0,86;0,84;0,83;0,82;0,80;0,73;0,72;0,71;0,70;0,69;0,68;0,68;0,66;0,66;0,65;0,61;0,60;0,59;
2003082;"Wyszki (2)";;0,77;0,77;0,76;0,75;0,74;0,73;0,72;0,67;0,66;0,65;0,64;0,63;0,62;0,61;0,60;0,60;0,59;0,57;0,56;0,55;
2004000;"Powiat grajewski";;0,89;0,88;0,87;0,86;0,85;0,85;0,84;0,82;0,81;0,81;0,80;0,79;0,78;0,77;0,76;0,75;0,74;0,72;0,71;0,70;
2004011;"Grajewo (1)";;0,83;0,83;0,82;0,81;0,80;0,79;0,78;0,78;0,77;0,77;0,76;0,75;0,75;0,74;0,73;0,72;0,71;0,69;0,69;0,68;
2004022;"Grajewo (2)";;1,03;1,02;1,01;1,00;0,98;0,97;0,97;0,92;0,91;0,90;0,89;0,88;0,87;0,85;0,84;0,83;0,82;0,79;0,78;0,76;
2004032;"Radziłów (2)";;0,91;0,89;0,89;0,88;0,88;0,87;0,86;0,86;0,85;0,83;0,83;0,82;0,81;0,80;0,79;0,79;0,78;0,77;0,76;0,74;
2004043;"Rajgród (3)";;0,87;0,85;0,84;0,83;0,82;0,80;0,79;0,76;0,75;0,74;0,73;0,72;0,72;0,71;0,70;0,69;0,68;0,65;0,63;0,62;
2004044;"Rajgród - miasto (4)";;0,73;0,69;0,68;0,70;0,69;0,68;0,66;0,63;0,62;0,61;0,59;0,58;0,58;0,57;0,56;0,56;0,55;0,53;0,51;0,50;
2004045;"Rajgród - obszar wiejski (5)";;0,95;0,94;0,92;0,91;0,89;0,87;0,87;0,83;0,82;0,82;0,81;0,81;0,80;0,79;0,78;0,77;0,75;0,72;0,70;0,69;
2004053;"Szczuczyn (3)";;0,93;0,92;0,92;0,92;0,91;0,91;0,91;0,87;0,86;0,85;0,85;0,83;0,83;0,81;0,80;0,79;0,78;0,74;0,73;0,73;
2004054;"Szczuczyn - miasto (4)";;0,83;0,83;0,82;0,82;0,82;0,81;0,80;0,79;0,79;0,77;0,78;0,76;0,77;0,75;0,75;0,73;0,72;0,68;0,67;0,66;
2004055;"Szczuczyn - obszar wiejski (5)";;1,07;1,06;1,06;1,06;1,05;1,05;1,06;0,98;0,98;0,98;0,96;0,93;0,91;0,89;0,89;0,88;0,87;0,84;0,83;0,83;
2004062;"Wąsosz (2)";;0,99;0,99;0,98;0,97;0,97;0,97;0,96;0,94;0,93;0,93;0,92;0,91;0,89;0,89;0,87;0,85;0,85;0,83;0,81;0,80;
2005000;"Powiat hajnowski";;0,65;0,64;0,63;0,62;0,60;0,59;0,59;0,58;0,57;0,55;0,54;0,54;0,53;0,52;0,51;0,50;0,49;0,48;0,47;0,46;
2005011;"Hajnówka (1)";;0,69;0,68;0,68;0,67;0,66;0,65;0,65;0,66;0,64;0,63;0,62;0,61;0,61;0,60;0,59;0,58;0,58;0,56;0,55;0,54;
2005022;"Białowieża (2)";;0,64;0,62;0,63;0,61;0,59;0,57;0,56;0,51;0,50;0,49;0,49;0,48;0,47;0,46;0,47;0,45;0,45;0,44;0,44;0,43;
2005032;"Czeremcha (2)";;0,70;0,69;0,68;0,66;0,65;0,64;0,63;0,59;0,59;0,58;0,57;0,56;0,55;0,55;0,53;0,52;0,51;0,48;0,47;0,45;
2005042;"Czyże (2)";;0,63;0,61;0,60;0,60;0,58;0,57;0,56;0,53;0,52;0,51;0,50;0,48;0,46;0,45;0,44;0,44;0,42;0,42;0,40;0,40;
2005052;"Dubicze Cerkiewne (2)";;0,60;0,58;0,56;0,55;0,54;0,52;0,51;0,50;0,48;0,45;0,44;0,43;0,42;0,41;0,41;0,39;0,38;0,36;0,35;0,34;
2005062;"Hajnówka (2)";;0,62;0,61;0,61;0,60;0,59;0,58;0,57;0,53;0,52;0,51;0,50;0,49;0,48;0,48;0,47;0,46;0,45;0,45;0,44;0,43;
2005073;"Kleszczele (3)";;0,62;0,60;0,59;0,58;0,57;0,57;0,56;0,55;0,54;0,53;0,52;0,51;0,50;0,50;0,48;0,47;0,46;0,43;0,42;0,40;
2005074;"Kleszczele - miasto (4)";;0,62;0,60;0,59;0,59;0,58;0,58;0,58;0,56;0,54;0,54;0,53;0,52;0,52;0,52;0,51;0,50;0,48;0,45;0,43;0,42;
2005075;"Kleszczele - obszar wiejski (5)";;0,62;0,60;0,59;0,58;0,57;0,56;0,55;0,54;0,53;0,51;0,51;0,50;0,49;0,48;0,46;0,44;0,44;0,41;0,40;0,39;
2005082;"Narew (2)";;0,60;0,59;0,57;0,55;0,54;0,54;0,52;0,50;0,49;0,48;0,47;0,46;0,45;0,44;0,43;0,42;0,41;0,41;0,40;0,39;
2005092;"Narewka (2)";;0,53;0,52;0,51;0,51;0,49;0,48;0,46;0,47;0,46;0,45;0,45;0,44;0,44;0,43;0,42;0,41;0,40;0,39;0,38;0,37;
2006000;"Powiat kolneński";;0,98;0,97;0,96;0,95;0,94;0,93;0,92;0,93;0,92;0,91;0,89;0,88;0,87;0,86;0,85;0,83;0,81;0,78;0,77;0,75;
2006011;"Kolno (1)";;0,86;0,85;0,84;0,84;0,83;0,82;0,81;0,83;0,82;0,81;0,79;0,79;0,78;0,77;0,76;0,75;0,72;0,73;0,72;0,71;
2006022;"Grabowo (2)";;0,99;0,98;0,98;0,98;0,97;0,96;0,95;0,92;0,92;0,92;0,91;0,89;0,89;0,87;0,87;0,85;0,83;0,82;0,82;0,80;
2006032;"Kolno (2)";;1,09;1,07;1,06;1,05;1,03;1,02;1,00;1,05;1,04;1,03;1,01;1,00;0,98;0,97;0,94;0,93;0,91;0,84;0,82;0,81;
2006042;"Mały Płock (2)";;1,05;1,04;1,03;1,02;1,01;0,99;0,99;0,94;0,93;0,92;0,90;0,89;0,88;0,87;0,86;0,84;0,83;0,81;0,79;0,79;
2006053;"Stawiski (3)";;0,95;0,93;0,93;0,93;0,92;0,90;0,90;0,91;0,90;0,89;0,88;0,87;0,86;0,85;0,84;0,83;0,82;0,75;0,73;0,72;
2006054;"Stawiski - miasto (4)";;0,82;0,80;0,81;0,80;0,80;0,79;0,77;0,79;0,79;0,78;0,76;0,75;0,73;0,72;0,71;0,70;0,68;0,66;0,64;0,63;
2006055;"Stawiski - obszar wiejski (5)";;1,04;1,03;1,02;1,02;1,01;0,99;0,99;0,99;0,99;0,97;0,97;0,97;0,95;0,95;0,94;0,93;0,92;0,81;0,80;0,78;
2006062;"Turośl (2)";;1,08;1,08;1,06;1,04;1,03;0,99;0,98;1,01;0,99;0,98;0,95;0,93;0,91;0,88;0,87;0,85;0,84;0,79;0,77;0,75;
2007000;"Powiat łomżyński";;0,88;0,87;0,86;0,85;0,85;0,83;0,82;0,81;0,80;0,79;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,69;0,68;0,67;
2007013;"Jedwabne (3)";;0,92;0,91;0,90;0,90;0,89;0,87;0,87;0,86;0,85;0,85;0,83;0,82;0,81;0,81;0,80;0,79;0,79;0,77;0,76;0,75;
2007014;"Jedwabne - miasto (4)";;0,78;0,79;0,77;0,77;0,77;0,76;0,77;0,71;0,70;0,70;0,69;0,67;0,66;0,65;0,64;0,64;0,64;0,67;0,66;0,66;
2007015;"Jedwabne - obszar wiejski (5)";;1,02;1,00;0,99;0,98;0,97;0,95;0,94;0,96;0,94;0,94;0,92;0,92;0,91;0,90;0,89;0,88;0,88;0,83;0,81;0,80;
2007022;"Łomża (2)";;0,83;0,82;0,80;0,79;0,79;0,75;0,74;0,73;0,72;0,71;0,70;0,69;0,68;0,67;0,65;0,64;0,63;0,63;0,62;0,62;
2007032;"Miastkowo (2)";;0,96;0,95;0,95;0,93;0,93;0,91;0,90;0,95;0,93;0,92;0,91;0,90;0,89;0,87;0,86;0,85;0,84;0,78;0,77;0,76;
2007043;"Nowogród (3)";;0,83;0,83;0,82;0,81;0,81;0,80;0,79;0,76;0,76;0,75;0,74;0,73;0,72;0,71;0,70;0,69;0,68;0,67;0,66;0,65;
2007044;"Nowogród - miasto (4)";;0,76;0,77;0,76;0,75;0,75;0,74;0,74;0,72;0,71;0,70;0,70;0,69;0,68;0,67;0,66;0,65;0,64;0,63;0,62;0,61;
2007045;"Nowogród - obszar wiejski (5)";;0,92;0,90;0,89;0,89;0,88;0,86;0,85;0,80;0,81;0,81;0,79;0,78;0,77;0,75;0,75;0,74;0,73;0,72;0,72;0,70;
2007052;"Piątnica (2)";;0,90;0,90;0,90;0,88;0,88;0,85;0,86;0,82;0,81;0,80;0,80;0,79;0,78;0,77;0,77;0,76;0,75;0,70;0,69;0,68;
2007062;"Przytuły (2)";;0,97;0,95;0,94;0,93;0,92;0,91;0,90;0,90;0,89;0,89;0,89;0,88;0,88;0,88;0,88;0,86;0,85;0,80;0,79;0,79;
2007072;"Śniadowo (2)";;0,85;0,84;0,83;0,83;0,82;0,81;0,80;0,78;0,77;0,76;0,76;0,75;0,74;0,73;0,72;0,71;0,70;0,68;0,67;0,66;
2007082;"Wizna (2)";;0,84;0,82;0,81;0,81;0,81;0,81;0,80;0,78;0,77;0,77;0,75;0,74;0,73;0,73;0,72;0,71;0,69;0,67;0,66;0,64;
2007092;"Zbójna (2)";;0,94;0,93;0,92;0,91;0,89;0,88;0,87;0,88;0,86;0,85;0,83;0,82;0,80;0,79;0,77;0,77;0,76;0,73;0,72;0,70;
2008000;"Powiat moniecki";;0,84;0,83;0,82;0,81;0,81;0,80;0,79;0,75;0,74;0,73;0,72;0,72;0,71;0,70;0,69;0,68;0,67;0,66;0,65;0,64;
2008013;"Goniądz (3)";;0,78;0,77;0,77;0,76;0,76;0,76;0,74;0,70;0,69;0,68;0,68;0,67;0,66;0,65;0,64;0,64;0,63;0,65;0,63;0,63;
2008014;"Goniądz - miasto (4)";;0,70;0,69;0,68;0,69;0,69;0,69;0,68;0,66;0,65;0,64;0,64;0,63;0,62;0,60;0,60;0,59;0,60;0,60;0,58;0,58;
2008015;"Goniądz - obszar wiejski (5)";;0,84;0,83;0,82;0,81;0,80;0,80;0,78;0,72;0,72;0,71;0,70;0,69;0,69;0,68;0,67;0,67;0,66;0,68;0,67;0,66;
2008022;"Jasionówka (2)";;0,87;0,85;0,84;0,83;0,81;0,81;0,80;0,78;0,77;0,75;0,75;0,73;0,72;0,71;0,71;0,70;0,68;0,65;0,63;0,62;
2008032;"Jaświły (2)";;0,88;0,86;0,86;0,85;0,84;0,83;0,82;0,78;0,78;0,76;0,74;0,73;0,72;0,71;0,71;0,70;0,68;0,65;0,64;0,63;
2008043;"Knyszyn (3)";;0,85;0,84;0,84;0,83;0,82;0,81;0,80;0,72;0,71;0,71;0,70;0,70;0,69;0,68;0,67;0,66;0,65;0,65;0,64;0,63;
2008044;"Knyszyn - miasto (4)";;0,78;0,78;0,78;0,76;0,75;0,74;0,73;0,67;0,66;0,66;0,65;0,65;0,64;0,63;0,62;0,61;0,60;0,60;0,58;0,58;
2008045;"Knyszyn - obszar wiejski (5)";;0,96;0,95;0,94;0,94;0,92;0,92;0,91;0,82;0,81;0,79;0,77;0,78;0,78;0,76;0,75;0,76;0,75;0,76;0,74;0,73;
2008052;"Krypno (2)";;0,85;0,83;0,82;0,81;0,81;0,80;0,79;0,80;0,80;0,79;0,79;0,77;0,77;0,77;0,75;0,74;0,73;0,70;0,69;0,68;
2008063;"Mońki (3)";;0,83;0,82;0,81;0,80;0,79;0,79;0,78;0,74;0,74;0,73;0,72;0,72;0,71;0,70;0,69;0,69;0,68;0,65;0,64;0,63;
2008064;"Mońki - miasto (4)";;0,80;0,79;0,78;0,77;0,77;0,76;0,75;0,73;0,72;0,72;0,71;0,70;0,69;0,69;0,68;0,67;0,66;0,62;0,61;0,60;
2008065;"Mońki - obszar wiejski (5)";;0,89;0,89;0,88;0,87;0,86;0,85;0,84;0,77;0,76;0,76;0,75;0,75;0,74;0,73;0,73;0,72;0,70;0,71;0,70;0,69;
2008072;"Trzcianne (2)";;0,89;0,88;0,87;0,86;0,84;0,84;0,84;0,74;0,73;0,72;0,71;0,71;0,70;0,69;0,68;0,67;0,67;0,70;0,68;0,68;
2009000;"Powiat sejneński";;0,80;0,79;0,78;0,77;0,76;0,75;0,74;0,71;0,70;0,69;0,68;0,67;0,66;0,65;0,64;0,63;0,62;0,62;0,61;0,59;
2009011;"Sejny (1)";;0,78;0,77;0,77;0,75;0,75;0,74;0,73;0,71;0,70;0,70;0,70;0,69;0,69;0,68;0,67;0,65;0,64;0,64;0,63;0,61;
2009022;"Giby (2)";;0,79;0,76;0,75;0,74;0,73;0,72;0,71;0,65;0,64;0,63;0,62;0,61;0,60;0,58;0,57;0,55;0,54;0,55;0,54;0,52;
2009032;"Krasnopol (2)";;0,82;0,81;0,80;0,77;0,76;0,75;0,75;0,70;0,69;0,68;0,67;0,65;0,65;0,64;0,62;0,61;0,61;0,61;0,59;0,58;
2009042;"Puńsk (2)";;0,81;0,80;0,79;0,79;0,78;0,77;0,76;0,74;0,72;0,72;0,71;0,71;0,69;0,68;0,68;0,68;0,67;0,66;0,65;0,64;
2009052;"Sejny (2)";;0,83;0,81;0,80;0,79;0,78;0,78;0,77;0,72;0,71;0,70;0,69;0,68;0,67;0,66;0,65;0,65;0,63;0,62;0,61;0,60;
2010000;"Powiat siemiatycki";;0,72;0,70;0,70;0,69;0,68;0,67;0,66;0,64;0,63;0,62;0,62;0,61;0,60;0,59;0,58;0,57;0,56;0,56;0,55;0,54;
2010011;"Siemiatycze (1)";;0,71;0,70;0,69;0,69;0,68;0,67;0,67;0,66;0,65;0,64;0,63;0,63;0,62;0,62;0,61;0,60;0,59;0,57;0,56;0,55;
2010023;"Drohiczyn (3)";;0,71;0,69;0,69;0,69;0,68;0,67;0,67;0,65;0,64;0,63;0,63;0,62;0,61;0,60;0,59;0,58;0,58;0,57;0,56;0,56;
2010024;"Drohiczyn - miasto (4)";;0,58;0,58;0,57;0,57;0,57;0,56;0,55;0,57;0,56;0,55;0,55;0,55;0,53;0,52;0,52;0,51;0,50;0,50;0,49;0,48;
2010025;"Drohiczyn - obszar wiejski (5)";;0,78;0,76;0,76;0,76;0,75;0,74;0,74;0,70;0,69;0,68;0,67;0,66;0,66;0,64;0,63;0,63;0,62;0,62;0,60;0,60;
2010032;"Dziadkowice (2)";;0,81;0,80;0,80;0,80;0,79;0,78;0,77;0,73;0,72;0,71;0,69;0,69;0,68;0,66;0,66;0,64;0,63;0,65;0,64;0,62;
2010042;"Grodzisk (2)";;0,79;0,78;0,77;0,76;0,74;0,73;0,73;0,69;0,69;0,68;0,67;0,65;0,64;0,63;0,63;0,62;0,61;0,61;0,60;0,59;
2010052;"Mielnik (2)";;0,55;0,54;0,54;0,53;0,52;0,51;0,50;0,47;0,47;0,46;0,46;0,45;0,44;0,42;0,42;0,41;0,40;0,39;0,39;0,38;
2010062;"Milejczyce (2)";;0,66;0,64;0,63;0,62;0,61;0,60;0,59;0,51;0,51;0,49;0,48;0,47;0,46;0,45;0,44;0,42;0,41;0,46;0,45;0,44;
2010072;"Nurzec-Stacja (2)";;0,68;0,65;0,65;0,64;0,63;0,62;0,61;0,61;0,60;0,59;0,59;0,58;0,57;0,55;0,54;0,53;0,52;0,53;0,52;0,51;
2010082;"Perlejewo (2)";;0,79;0,77;0,76;0,76;0,75;0,74;0,74;0,69;0,68;0,67;0,66;0,65;0,65;0,64;0,63;0,62;0,61;0,60;0,59;0,58;
2010092;"Siemiatycze (2)";;0,75;0,74;0,74;0,72;0,71;0,71;0,69;0,67;0,66;0,65;0,64;0,63;0,62;0,61;0,61;0,60;0,59;0,58;0,57;0,56;
2011000;"Powiat sokólski";;0,79;0,78;0,77;0,75;0,75;0,74;0,73;0,71;0,70;0,69;0,68;0,68;0,67;0,66;0,65;0,64;0,63;0,62;0,61;0,60;
2011013;"Dąbrowa Białostocka (3)";;0,84;0,83;0,82;0,81;0,81;0,80;0,79;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,71;0,69;0,68;0,66;0,64;0,62;
2011014;"Dąbrowa Białostocka - miasto (4)";;0,77;0,76;0,75;0,75;0,74;0,73;0,72;0,74;0,73;0,72;0,70;0,69;0,68;0,67;0,67;0,66;0,65;0,63;0,61;0,60;
2011015;"Dąbrowa Białostocka - obszar wiejski (5)";;0,91;0,91;0,90;0,88;0,88;0,88;0,87;0,82;0,82;0,81;0,79;0,79;0,78;0,76;0,75;0,73;0,72;0,69;0,66;0,65;
2011022;"Janów (2)";;0,75;0,74;0,74;0,73;0,71;0,71;0,70;0,69;0,68;0,66;0,66;0,65;0,64;0,63;0,63;0,62;0,61;0,62;0,61;0,60;
2011032;"Korycin (2)";;0,82;0,81;0,80;0,79;0,80;0,79;0,79;0,77;0,76;0,75;0,74;0,74;0,72;0,71;0,70;0,69;0,67;0,65;0,63;0,63;
2011042;"Krynki (2)";;0,67;0,66;0,64;0,63;0,61;0,60;;;;;;;;;;;;;;;
2011043;"Krynki (3)";;;;;;;;0,59;0,57;0,56;0,56;0,55;0,54;0,53;0,52;0,51;0,50;0,49;0,48;0,48;0,47;
2011044;"Krynki - miasto (4)";;;;;;;;0,69;0,69;0,68;0,68;0,66;0,66;0,65;0,64;0,63;0,63;0,62;0,61;0,60;0,60;
2011045;"Krynki - obszar wiejski (5)";;;;;;;;0,38;0,37;0,35;0,35;0,35;0,34;0,32;0,31;0,31;0,29;0,28;0,27;0,26;0,26;
2011052;"Kuźnica (2)";;0,74;0,72;0,72;0,71;0,70;0,68;0,68;0,67;0,66;0,65;0,64;0,63;0,62;0,61;0,60;0,59;0,57;0,59;0,58;0,57;
2011062;"Nowy Dwór (2)";;0,86;0,84;0,82;0,83;0,81;0,80;0,79;0,74;0,73;0,72;0,72;0,71;0,70;0,69;0,69;0,68;0,67;0,61;0,60;0,59;
2011072;"Sidra (2)";;0,84;0,83;0,82;0,81;0,80;0,78;0,76;0,70;0,69;0,68;0,67;0,66;0,65;0,64;0,64;0,62;0,60;0,60;0,58;0,57;
2011083;"Sokółka (3)";;0,80;0,79;0,78;0,77;0,76;0,75;0,73;0,74;0,73;0,72;0,71;0,70;0,69;0,68;0,67;0,66;0,65;0,66;0,64;0,63;
2011084;"Sokółka - miasto (4)";;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,73;0,72;0,71;0,70;0,69;0,68;0,67;0,66;0,65;0,64;0,65;0,63;0,62;
2011085;"Sokółka - obszar wiejski (5)";;0,84;0,83;0,82;0,81;0,80;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,71;0,70;0,69;0,67;0,66;0,68;0,67;0,66;
2011093;"Suchowola (3)";;0,79;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,72;0,71;0,71;0,70;0,69;0,69;0,68;0,67;0,67;0,65;0,64;0,63;
2011094;"Suchowola - miasto (4)";;0,66;0,65;0,64;0,63;0,62;0,62;0,61;0,62;0,62;0,62;0,62;0,60;0,60;0,59;0,59;0,59;0,58;0,57;0,56;0,55;
2011095;"Suchowola - obszar wiejski (5)";;0,86;0,85;0,84;0,84;0,83;0,81;0,80;0,78;0,77;0,76;0,76;0,75;0,74;0,74;0,73;0,72;0,72;0,70;0,68;0,67;
2011102;"Szudziałowo (2)";;0,64;0,63;0,61;0,61;0,60;0,59;0,58;0,54;0,53;0,52;0,51;0,49;0,48;0,47;0,46;0,45;0,44;0,50;0,49;0,48;
2012000;"Powiat suwalski";;0,86;0,84;0,83;0,83;0,82;0,80;0,80;0,77;0,76;0,75;0,74;0,73;0,72;0,72;0,71;0,70;0,69;0,66;0,65;0,64;
2012012;"Bakałarzewo (2)";;0,89;0,88;0,86;0,85;0,85;0,83;0,82;0,82;0,81;0,80;0,81;0,80;0,79;0,79;0,78;0,76;0,75;0,70;0,69;0,67;
2012022;"Filipów (2)";;0,81;0,79;0,79;0,79;0,79;0,79;0,78;0,76;0,75;0,74;0,74;0,72;0,71;0,71;0,70;0,69;0,67;0,65;0,64;0,64;
2012032;"Jeleniewo (2)";;0,80;0,79;0,78;0,79;0,78;0,77;0,76;0,74;0,74;0,73;0,71;0,71;0,69;0,69;0,68;0,67;0,66;0,65;0,62;0,61;
2012042;"Przerośl (2)";;0,85;0,84;0,84;0,82;0,82;0,80;0,80;0,77;0,77;0,76;0,75;0,76;0,74;0,73;0,73;0,71;0,70;0,68;0,67;0,66;
2012052;"Raczki (2)";;0,93;0,93;0,92;0,91;0,90;0,89;0,89;0,85;0,84;0,83;0,82;0,81;0,80;0,79;0,79;0,77;0,77;0,75;0,74;0,73;
2012062;"Rutka-Tartak (2)";;0,93;0,92;0,92;0,91;0,89;0,88;0,87;0,83;0,82;0,82;0,79;0,79;0,77;0,76;0,75;0,73;0,72;0,69;0,68;0,66;
2012072;"Suwałki (2)";;0,76;0,75;0,73;0,72;0,71;0,69;0,68;0,66;0,65;0,63;0,63;0,62;0,61;0,61;0,60;0,60;0,59;0,58;0,57;0,56;
2012082;"Szypliszki (2)";;0,92;0,92;0,91;0,91;0,90;0,88;0,88;0,79;0,78;0,77;0,76;0,75;0,75;0,74;0,73;0,72;0,71;0,70;0,69;0,68;
2012092;"Wiżajny (2)";;0,91;0,88;0,86;0,86;0,84;0,82;0,82;0,86;0,85;0,84;0,84;0,82;0,82;0,82;0,81;0,81;0,79;0,67;0,64;0,63;
2013000;"Powiat wysokomazowiecki";;0,80;0,80;0,79;0,79;0,78;0,77;0,77;0,74;0,73;0,73;0,72;0,71;0,70;0,70;0,69;0,68;0,67;0,65;0,64;0,63;
2013011;"Wysokie Mazowieckie (1)";;0,77;0,76;0,76;0,75;0,74;0,73;0,72;0,70;0,70;0,69;0,69;0,69;0,68;0,67;0,66;0,65;0,64;0,61;0,60;0,58;
2013023;"Ciechanowiec (3)";;0,79;0,78;0,78;0,77;0,76;0,75;0,75;0,71;0,70;0,69;0,69;0,68;0,67;0,66;0,65;0,64;0,63;0,62;0,60;0,59;
2013024;"Ciechanowiec - miasto (4)";;0,71;0,71;0,70;0,70;0,70;0,69;0,69;0,66;0,66;0,65;0,65;0,64;0,63;0,63;0,61;0,60;0,60;0,58;0,57;0,56;
2013025;"Ciechanowiec - obszar wiejski (5)";;0,89;0,88;0,87;0,86;0,85;0,84;0,83;0,78;0,76;0,75;0,74;0,73;0,72;0,71;0,70;0,69;0,68;0,67;0,65;0,64;
2013032;"Czyżew-Osada (2)";;0,78;0,79;0,78;0,78;0,78;0,78;0,76;0,71;;;;;;;;;;;;;
2013033;"Czyżew (3)";;;;;;;;;;0,71;0,70;0,70;0,69;0,68;0,68;0,67;0,65;0,64;0,65;0,64;0,63;
2013034;"Czyżew - miasto (4)";;;;;;;;;;0,63;0,63;0,62;0,62;0,61;0,61;0,61;0,58;0,58;0,59;0,58;0,57;
2013035;"Czyżew - obszar wiejski (5)";;;;;;;;;;0,77;0,76;0,75;0,75;0,74;0,74;0,72;0,70;0,69;0,69;0,69;0,68;
2013042;"Klukowo (2)";;0,86;0,85;0,84;0,83;0,83;0,82;0,81;0,80;0,79;0,79;0,79;0,78;0,77;0,76;0,76;0,75;0,74;0,71;0,69;0,68;
2013052;"Kobylin-Borzymy (2)";;0,82;0,82;0,81;0,80;0,79;0,78;0,77;0,73;0,72;0,71;0,70;0,69;0,68;0,68;0,67;0,67;0,66;0,68;0,67;0,67;
2013062;"Kulesze Kościelne (2)";;0,86;0,86;0,85;0,85;0,85;0,85;0,83;0,79;0,78;0,77;0,76;0,75;0,75;0,74;0,73;0,73;0,72;0,74;0,72;0,72;
2013072;"Nowe Piekuty (2)";;0,81;0,80;0,79;0,79;0,80;0,80;0,79;0,79;0,79;0,78;0,77;0,76;0,75;0,75;0,73;0,72;0,71;0,66;0,65;0,64;
2013082;"Sokoły (2)";;0,80;0,80;0,79;0,79;0,78;0,78;0,77;0,75;0,75;0,74;0,72;0,72;0,72;0,71;0,71;0,70;0,70;0,67;0,65;0,64;
2013092;"Szepietowo (2)";;0,80;0,79;0,79;0,79;0,78;0,78;0,77;;;;;;;;;;;;;;
2013093;"Szepietowo (3)";;;;;;;;;0,75;0,74;0,73;0,72;0,72;0,71;0,70;0,69;0,68;0,67;0,64;0,63;0,62;
2013094;"Szepietowo - miasto (4)";;;;;;;;;0,70;0,70;0,70;0,69;0,68;0,68;0,67;0,66;0,65;0,64;0,61;0,60;0,59;
2013095;"Szepietowo - obszar wiejski (5)";;;;;;;;;0,77;0,76;0,75;0,74;0,73;0,73;0,71;0,71;0,70;0,68;0,66;0,65;0,64;
2013102;"Wysokie Mazowieckie (2)";;0,83;0,82;0,81;0,80;0,80;0,79;0,78;0,76;0,76;0,75;0,74;0,73;0,72;0,71;0,70;0,68;0,68;0,69;0,68;0,67;
